service,op,data.side,data.symbol,data.qty,data.price
orders,new,Buy,TSLA,107,106.07
orders,new,Buy,TSLA,108,106.08
orders,new,Buy,TSLA,109,106.09
orders,new,Buy,TSLA,110,106.10
orders,new,Buy,TSLA,111,106.11
orders,new,Buy,TSLA,112,106.12
orders,new,Buy,TSLA,113,106.13
orders,new,Buy,TSLA,114,106.14
orders,new,Buy,TSLA,115,106.15
orders,new,Buy,TSLA,116,106.16
orders,new,Buy,TSLA,117,106.17
orders,new,Buy,TSLA,118,106.18
orders,new,Buy,TSLA,119,106.19
orders,new,Buy,TSLA,120,106.20
orders,new,Buy,TSLA,121,106.21
orders,new,Buy,TSLA,122,106.22
orders,new,Buy,TSLA,123,106.23
orders,new,Buy,TSLA,124,106.24
orders,new,Buy,TSLA,125,106.25
orders,new,Buy,TSLA,126,106.26
orders,new,Buy,TSLA,127,106.27
orders,new,Buy,TSLA,128,106.28
orders,new,Buy,TSLA,129,106.29
orders,new,Buy,TSLA,130,106.30
orders,new,Buy,TSLA,131,106.31
orders,new,Buy,TSLA,132,106.32
orders,new,Buy,TSLA,133,106.33
orders,new,Buy,TSLA,134,106.34
orders,new,Buy,TSLA,135,106.35
orders,new,Buy,TSLA,136,106.36
orders,new,Buy,TSLA,137,106.37
orders,new,Buy,TSLA,138,106.38
orders,new,Buy,TSLA,139,106.39
orders,new,Buy,TSLA,140,106.40
orders,new,Buy,TSLA,141,106.41
orders,new,Buy,TSLA,142,106.42
orders,new,Buy,TSLA,143,106.43
orders,new,Buy,TSLA,144,106.44
orders,new,Buy,TSLA,145,106.45
orders,new,Buy,TSLA,146,106.46
orders,new,Buy,TSLA,147,106.47
orders,new,Buy,TSLA,148,106.48
orders,new,Buy,TSLA,149,106.49
orders,new,Buy,TSLA,150,106.50
orders,new,Buy,TSLA,151,106.51
orders,new,Buy,TSLA,152,106.52
orders,new,Buy,TSLA,153,106.53
orders,new,Buy,TSLA,154,106.54
orders,new,Buy,TSLA,155,106.55
orders,new,Buy,TSLA,156,106.56
orders,new,Buy,TSLA,157,106.57
orders,new,Buy,TSLA,158,106.58
orders,new,Buy,TSLA,159,106.59
orders,new,Buy,TSLA,160,106.60
orders,new,Buy,TSLA,161,106.61
orders,new,Buy,TSLA,162,106.62
orders,new,Buy,TSLA,163,106.63
orders,new,Buy,TSLA,164,106.64
orders,new,Buy,TSLA,165,106.65
orders,new,Buy,TSLA,166,106.66
orders,new,Buy,TSLA,167,106.67
orders,new,Buy,TSLA,168,106.68
orders,new,Buy,TSLA,169,106.69
orders,new,Buy,TSLA,170,106.70
orders,new,Buy,TSLA,171,106.71
orders,new,Buy,TSLA,172,106.72
orders,new,Buy,TSLA,173,106.73
orders,new,Buy,TSLA,174,106.74
orders,new,Buy,TSLA,175,106.75
orders,new,Buy,TSLA,176,106.76
orders,new,Buy,TSLA,177,106.77
orders,new,Buy,TSLA,178,106.78
orders,new,Buy,TSLA,179,106.79
orders,new,Buy,TSLA,180,106.80
orders,new,Buy,TSLA,181,106.81
orders,new,Buy,TSLA,182,106.82
orders,new,Buy,TSLA,183,106.83
orders,new,Buy,TSLA,184,106.84
orders,new,Buy,TSLA,185,106.85
orders,new,Buy,TSLA,186,106.86
orders,new,Buy,TSLA,187,106.87
orders,new,Buy,TSLA,188,106.88
orders,new,Buy,TSLA,189,106.89
orders,new,Buy,TSLA,190,106.90
orders,new,Buy,TSLA,191,106.91
orders,new,Buy,TSLA,192,106.92
orders,new,Buy,TSLA,193,106.93
orders,new,Buy,TSLA,194,106.94
orders,new,Buy,TSLA,195,106.95
orders,new,Buy,TSLA,196,106.96
orders,new,Buy,TSLA,197,106.97
orders,new,Buy,TSLA,198,106.98
orders,new,Buy,TSLA,199,106.99
orders,new,Buy,TSLA,200,107.00
orders,new,Buy,TSLA,201,107.01
orders,new,Buy,TSLA,202,107.02
orders,new,Buy,TSLA,203,107.03
orders,new,Buy,TSLA,204,107.04
orders,new,Buy,TSLA,205,107.05
orders,new,Buy,TSLA,206,107.06
orders,new,Buy,TSLA,207,107.07
orders,new,Buy,TSLA,208,107.08
orders,new,Buy,TSLA,209,107.09
orders,new,Buy,TSLA,210,107.10
orders,new,Buy,TSLA,211,107.11
orders,new,Buy,TSLA,212,107.12
orders,new,Buy,TSLA,213,107.13
orders,new,Buy,TSLA,214,107.14
orders,new,Buy,TSLA,215,107.15
orders,new,Buy,TSLA,216,107.16
orders,new,Buy,TSLA,217,107.17
orders,new,Buy,TSLA,218,107.18
orders,new,Buy,TSLA,219,107.19
orders,new,Buy,TSLA,220,107.20
orders,new,Buy,TSLA,221,107.21
orders,new,Buy,TSLA,222,107.22
orders,new,Buy,TSLA,223,107.23
orders,new,Buy,TSLA,224,107.24
orders,new,Buy,TSLA,225,107.25
orders,new,Buy,TSLA,226,107.26
orders,new,Buy,TSLA,227,107.27
orders,new,Buy,TSLA,228,107.28
orders,new,Buy,TSLA,229,107.29
orders,new,Buy,TSLA,230,107.30
orders,new,Buy,TSLA,231,107.31
orders,new,Buy,TSLA,232,107.32
orders,new,Buy,TSLA,233,107.33
orders,new,Buy,TSLA,234,107.34
orders,new,Buy,TSLA,235,107.35
orders,new,Buy,TSLA,236,107.36
orders,new,Buy,TSLA,237,107.37
orders,new,Buy,TSLA,238,107.38
orders,new,Buy,TSLA,239,107.39
orders,new,Buy,TSLA,240,107.40
orders,new,Buy,TSLA,241,107.41
orders,new,Buy,TSLA,242,107.42
orders,new,Buy,TSLA,243,107.43
orders,new,Buy,TSLA,244,107.44
orders,new,Buy,TSLA,245,107.45
orders,new,Buy,TSLA,246,107.46
orders,new,Buy,TSLA,247,107.47
orders,new,Buy,TSLA,248,107.48
orders,new,Buy,TSLA,249,107.49
orders,new,Buy,TSLA,250,107.50
orders,new,Buy,TSLA,251,107.51
orders,new,Buy,TSLA,252,107.52
orders,new,Buy,TSLA,253,107.53
orders,new,Buy,TSLA,254,107.54
orders,new,Buy,TSLA,255,107.55
orders,new,Buy,TSLA,256,107.56
orders,new,Buy,TSLA,257,107.57
orders,new,Buy,TSLA,258,107.58
orders,new,Buy,TSLA,259,107.59
orders,new,Buy,TSLA,260,107.60
orders,new,Buy,TSLA,261,107.61
orders,new,Buy,TSLA,262,107.62
orders,new,Buy,TSLA,263,107.63
orders,new,Buy,TSLA,264,107.64
orders,new,Buy,TSLA,265,107.65
orders,new,Buy,TSLA,266,107.66
orders,new,Buy,TSLA,267,107.67
orders,new,Buy,TSLA,268,107.68
orders,new,Buy,TSLA,269,107.69
orders,new,Buy,TSLA,270,107.70
orders,new,Buy,TSLA,271,107.71
orders,new,Buy,TSLA,272,107.72
orders,new,Buy,TSLA,273,107.73
orders,new,Buy,TSLA,274,107.74
orders,new,Buy,TSLA,275,107.75
orders,new,Buy,TSLA,276,107.76
orders,new,Buy,TSLA,277,107.77
orders,new,Buy,TSLA,278,107.78
orders,new,Buy,TSLA,279,107.79
orders,new,Buy,TSLA,280,107.80
orders,new,Buy,TSLA,281,107.81
orders,new,Buy,TSLA,282,107.82
orders,new,Buy,TSLA,283,107.83
orders,new,Buy,TSLA,284,107.84
orders,new,Buy,TSLA,285,107.85
orders,new,Buy,TSLA,286,107.86
orders,new,Buy,TSLA,287,107.87
orders,new,Buy,TSLA,288,107.88
orders,new,Buy,TSLA,289,107.89
orders,new,Buy,TSLA,290,107.90
orders,new,Buy,TSLA,291,107.91
orders,new,Buy,TSLA,292,107.92
orders,new,Buy,TSLA,293,107.93
orders,new,Buy,TSLA,294,107.94
orders,new,Buy,TSLA,295,107.95
orders,new,Buy,TSLA,296,107.96
orders,new,Buy,TSLA,297,107.97
orders,new,Buy,TSLA,298,107.98
orders,new,Buy,TSLA,299,107.99
orders,new,Buy,TSLA,300,108.00
orders,new,Buy,TSLA,301,108.01
orders,new,Buy,TSLA,302,108.02
orders,new,Buy,TSLA,303,108.03
orders,new,Buy,TSLA,304,108.04
orders,new,Buy,TSLA,305,108.05
orders,new,Buy,TSLA,306,108.06
orders,new,Buy,TSLA,307,108.07
orders,new,Buy,TSLA,308,108.08
orders,new,Buy,TSLA,309,108.09
orders,new,Buy,TSLA,310,108.10
orders,new,Buy,TSLA,311,108.11
orders,new,Buy,TSLA,312,108.12
orders,new,Buy,TSLA,313,108.13
orders,new,Buy,TSLA,314,108.14
orders,new,Buy,TSLA,315,108.15
orders,new,Buy,TSLA,316,108.16
orders,new,Buy,TSLA,317,108.17
orders,new,Buy,TSLA,318,108.18
orders,new,Buy,TSLA,319,108.19
orders,new,Buy,TSLA,320,108.20
orders,new,Buy,TSLA,321,108.21
orders,new,Buy,TSLA,322,108.22
orders,new,Buy,TSLA,323,108.23
orders,new,Buy,TSLA,324,108.24
orders,new,Buy,TSLA,325,108.25
orders,new,Buy,TSLA,326,108.26
orders,new,Buy,TSLA,327,108.27
orders,new,Buy,TSLA,328,108.28
orders,new,Buy,TSLA,329,108.29
orders,new,Buy,TSLA,330,108.30
orders,new,Buy,TSLA,331,108.31
orders,new,Buy,TSLA,332,108.32
orders,new,Buy,TSLA,333,108.33
orders,new,Buy,TSLA,334,108.34
orders,new,Buy,TSLA,335,108.35
orders,new,Buy,TSLA,336,108.36
orders,new,Buy,TSLA,337,108.37
orders,new,Buy,TSLA,338,108.38
orders,new,Buy,TSLA,339,108.39
orders,new,Buy,TSLA,340,108.40
orders,new,Buy,TSLA,341,108.41
orders,new,Buy,TSLA,342,108.42
orders,new,Buy,TSLA,343,108.43
orders,new,Buy,TSLA,344,108.44
orders,new,Buy,TSLA,345,108.45
orders,new,Buy,TSLA,346,108.46
orders,new,Buy,TSLA,347,108.47
orders,new,Buy,TSLA,348,108.48
orders,new,Buy,TSLA,349,108.49
orders,new,Buy,TSLA,350,108.50
orders,new,Buy,TSLA,351,108.51
orders,new,Buy,TSLA,352,108.52
orders,new,Buy,TSLA,353,108.53
orders,new,Buy,TSLA,354,108.54
orders,new,Buy,TSLA,355,108.55
orders,new,Buy,TSLA,356,108.56
orders,new,Buy,TSLA,357,108.57
orders,new,Buy,TSLA,358,108.58
orders,new,Buy,TSLA,359,108.59
orders,new,Buy,TSLA,360,108.60
orders,new,Buy,TSLA,361,108.61
orders,new,Buy,TSLA,362,108.62
orders,new,Buy,TSLA,363,108.63
orders,new,Buy,TSLA,364,108.64
orders,new,Buy,TSLA,365,108.65
orders,new,Buy,TSLA,366,108.66
orders,new,Buy,TSLA,367,108.67
orders,new,Buy,TSLA,368,108.68
orders,new,Buy,TSLA,369,108.69
orders,new,Buy,TSLA,370,108.70
orders,new,Buy,TSLA,371,108.71
orders,new,Buy,TSLA,372,108.72
orders,new,Buy,TSLA,373,108.73
orders,new,Buy,TSLA,374,108.74
orders,new,Buy,TSLA,375,108.75
orders,new,Buy,TSLA,376,108.76
orders,new,Buy,TSLA,377,108.77
orders,new,Buy,TSLA,378,108.78
orders,new,Buy,TSLA,379,108.79
orders,new,Buy,TSLA,380,108.80
orders,new,Buy,TSLA,381,108.81
orders,new,Buy,TSLA,382,108.82
orders,new,Buy,TSLA,383,108.83
orders,new,Buy,TSLA,384,108.84
orders,new,Buy,TSLA,385,108.85
orders,new,Buy,TSLA,386,108.86
orders,new,Buy,TSLA,387,108.87
orders,new,Buy,TSLA,388,108.88
orders,new,Buy,TSLA,389,108.89
orders,new,Buy,TSLA,390,108.90
orders,new,Buy,TSLA,391,108.91
orders,new,Buy,TSLA,392,108.92
orders,new,Buy,TSLA,393,108.93
orders,new,Buy,TSLA,394,108.94
orders,new,Buy,TSLA,395,108.95
orders,new,Buy,TSLA,396,108.96
orders,new,Buy,TSLA,397,108.97
orders,new,Buy,TSLA,398,108.98
orders,new,Buy,TSLA,399,108.99
orders,new,Buy,TSLA,400,109.00
orders,new,Buy,TSLA,401,109.01
orders,new,Buy,TSLA,402,109.02
orders,new,Buy,TSLA,403,109.03
orders,new,Buy,TSLA,404,109.04
orders,new,Buy,TSLA,405,109.05
orders,new,Buy,TSLA,406,109.06
orders,new,Buy,TSLA,407,109.07
orders,new,Buy,TSLA,408,109.08
orders,new,Buy,TSLA,409,109.09
orders,new,Buy,TSLA,410,109.10
orders,new,Buy,TSLA,411,109.11
orders,new,Buy,TSLA,412,109.12
orders,new,Buy,TSLA,413,109.13
orders,new,Buy,TSLA,414,109.14
orders,new,Buy,TSLA,415,109.15
orders,new,Buy,TSLA,416,109.16
orders,new,Buy,TSLA,417,109.17
orders,new,Buy,TSLA,418,109.18
orders,new,Buy,TSLA,419,109.19
orders,new,Buy,TSLA,420,109.20
orders,new,Buy,TSLA,421,109.21
orders,new,Buy,TSLA,422,109.22
orders,new,Buy,TSLA,423,109.23
orders,new,Buy,TSLA,424,109.24
orders,new,Buy,TSLA,425,109.25
orders,new,Buy,TSLA,426,109.26
orders,new,Buy,TSLA,427,109.27
orders,new,Buy,TSLA,428,109.28
orders,new,Buy,TSLA,429,109.29
orders,new,Buy,TSLA,430,109.30
orders,new,Buy,TSLA,431,109.31
orders,new,Buy,TSLA,432,109.32
orders,new,Buy,TSLA,433,109.33
orders,new,Buy,TSLA,434,109.34
orders,new,Buy,TSLA,435,109.35
orders,new,Buy,TSLA,436,109.36
orders,new,Buy,TSLA,437,109.37
orders,new,Buy,TSLA,438,109.38
orders,new,Buy,TSLA,439,109.39
orders,new,Buy,TSLA,440,109.40
orders,new,Buy,TSLA,441,109.41
orders,new,Buy,TSLA,442,109.42
orders,new,Buy,TSLA,443,109.43
orders,new,Buy,TSLA,444,109.44
orders,new,Buy,TSLA,445,109.45
orders,new,Buy,TSLA,446,109.46
orders,new,Buy,TSLA,447,109.47
orders,new,Buy,TSLA,448,109.48
orders,new,Buy,TSLA,449,109.49
orders,new,Buy,TSLA,450,109.50
orders,new,Buy,TSLA,451,109.51
orders,new,Buy,TSLA,452,109.52
orders,new,Buy,TSLA,453,109.53
orders,new,Buy,TSLA,454,109.54
orders,new,Buy,TSLA,455,109.55
orders,new,Buy,TSLA,456,109.56
orders,new,Buy,TSLA,457,109.57
orders,new,Buy,TSLA,458,109.58
orders,new,Buy,TSLA,459,109.59
orders,new,Buy,TSLA,460,109.60
orders,new,Buy,TSLA,461,109.61
orders,new,Buy,TSLA,462,109.62
orders,new,Buy,TSLA,463,109.63
orders,new,Buy,TSLA,464,109.64
orders,new,Buy,TSLA,465,109.65
orders,new,Buy,TSLA,466,109.66
orders,new,Buy,TSLA,467,109.67
orders,new,Buy,TSLA,468,109.68
orders,new,Buy,TSLA,469,109.69
orders,new,Buy,TSLA,470,109.70
orders,new,Buy,TSLA,471,109.71
orders,new,Buy,TSLA,472,109.72
orders,new,Buy,TSLA,473,109.73
orders,new,Buy,TSLA,474,109.74
orders,new,Buy,TSLA,475,109.75
orders,new,Buy,TSLA,476,109.76
orders,new,Buy,TSLA,477,109.77
orders,new,Buy,TSLA,478,109.78
orders,new,Buy,TSLA,479,109.79
orders,new,Buy,TSLA,480,109.80
orders,new,Buy,TSLA,481,109.81
orders,new,Buy,TSLA,482,109.82
orders,new,Buy,TSLA,483,109.83
orders,new,Buy,TSLA,484,109.84
orders,new,Buy,TSLA,485,109.85
orders,new,Buy,TSLA,486,109.86
orders,new,Buy,TSLA,487,109.87
orders,new,Buy,TSLA,488,109.88
orders,new,Buy,TSLA,489,109.89
orders,new,Buy,TSLA,490,109.90
orders,new,Buy,TSLA,491,109.91
orders,new,Buy,TSLA,492,109.92
orders,new,Buy,TSLA,493,109.93
orders,new,Buy,TSLA,494,109.94
orders,new,Buy,TSLA,495,109.95
orders,new,Buy,TSLA,496,109.96
orders,new,Buy,TSLA,497,109.97
orders,new,Buy,TSLA,498,109.98
orders,new,Buy,TSLA,499,109.99
orders,new,Buy,TSLA,500,110.00
orders,new,Buy,TSLA,501,110.01
orders,new,Buy,TSLA,502,110.02
orders,new,Buy,TSLA,503,110.03
orders,new,Buy,TSLA,504,110.04
orders,new,Buy,TSLA,505,110.05
orders,new,Buy,TSLA,506,110.06
orders,new,Buy,TSLA,507,110.07
orders,new,Buy,TSLA,508,110.08
orders,new,Buy,TSLA,509,110.09
orders,new,Buy,TSLA,510,110.10
orders,new,Buy,TSLA,511,110.11
orders,new,Buy,TSLA,512,110.12
orders,new,Buy,TSLA,513,110.13
orders,new,Buy,TSLA,514,110.14
orders,new,Buy,TSLA,515,110.15
orders,new,Buy,TSLA,516,110.16
orders,new,Buy,TSLA,517,110.17
orders,new,Buy,TSLA,518,110.18
orders,new,Buy,TSLA,519,110.19
orders,new,Buy,TSLA,520,110.20
orders,new,Buy,TSLA,521,110.21
orders,new,Buy,TSLA,522,110.22
orders,new,Buy,TSLA,523,110.23
orders,new,Buy,TSLA,524,110.24
orders,new,Buy,TSLA,525,110.25
orders,new,Buy,TSLA,526,110.26
orders,new,Buy,TSLA,527,110.27
orders,new,Buy,TSLA,528,110.28
orders,new,Buy,TSLA,529,110.29
orders,new,Buy,TSLA,530,110.30
orders,new,Buy,TSLA,531,110.31
orders,new,Buy,TSLA,532,110.32
orders,new,Buy,TSLA,533,110.33
orders,new,Buy,TSLA,534,110.34
orders,new,Buy,TSLA,535,110.35
orders,new,Buy,TSLA,536,110.36
orders,new,Buy,TSLA,537,110.37
orders,new,Buy,TSLA,538,110.38
orders,new,Buy,TSLA,539,110.39
orders,new,Buy,TSLA,540,110.40
orders,new,Buy,TSLA,541,110.41
orders,new,Buy,TSLA,542,110.42
orders,new,Buy,TSLA,543,110.43
orders,new,Buy,TSLA,544,110.44
orders,new,Buy,TSLA,545,110.45
orders,new,Buy,TSLA,546,110.46
orders,new,Buy,TSLA,547,110.47
orders,new,Buy,TSLA,548,110.48
orders,new,Buy,TSLA,549,110.49
orders,new,Buy,TSLA,550,110.50
orders,new,Buy,TSLA,551,110.51
orders,new,Buy,TSLA,552,110.52
orders,new,Buy,TSLA,553,110.53
orders,new,Buy,TSLA,554,110.54
orders,new,Buy,TSLA,555,110.55
orders,new,Buy,TSLA,556,110.56
orders,new,Buy,TSLA,557,110.57
orders,new,Buy,TSLA,558,110.58
orders,new,Buy,TSLA,559,110.59
orders,new,Buy,TSLA,560,110.60
orders,new,Buy,TSLA,561,110.61
orders,new,Buy,TSLA,562,110.62
orders,new,Buy,TSLA,563,110.63
orders,new,Buy,TSLA,564,110.64
orders,new,Buy,TSLA,565,110.65
orders,new,Buy,TSLA,566,110.66
orders,new,Buy,TSLA,567,110.67
orders,new,Buy,TSLA,568,110.68
orders,new,Buy,TSLA,569,110.69
orders,new,Buy,TSLA,570,110.70
orders,new,Buy,TSLA,571,110.71
orders,new,Buy,TSLA,572,110.72
orders,new,Buy,TSLA,573,110.73
orders,new,Buy,TSLA,574,110.74
orders,new,Buy,TSLA,575,110.75
orders,new,Buy,TSLA,576,110.76
orders,new,Buy,TSLA,577,110.77
orders,new,Buy,TSLA,578,110.78
orders,new,Buy,TSLA,579,110.79
orders,new,Buy,TSLA,580,110.80
orders,new,Buy,TSLA,581,110.81
orders,new,Buy,TSLA,582,110.82
orders,new,Buy,TSLA,583,110.83
orders,new,Buy,TSLA,584,110.84
orders,new,Buy,TSLA,585,110.85
orders,new,Buy,TSLA,586,110.86
orders,new,Buy,TSLA,587,110.87
orders,new,Buy,TSLA,588,110.88
orders,new,Buy,TSLA,589,110.89
orders,new,Buy,TSLA,590,110.90
orders,new,Buy,TSLA,591,110.91
orders,new,Buy,TSLA,592,110.92
orders,new,Buy,TSLA,593,110.93
orders,new,Buy,TSLA,594,110.94
orders,new,Buy,TSLA,595,110.95
orders,new,Buy,TSLA,596,110.96
orders,new,Buy,TSLA,597,110.97
orders,new,Buy,TSLA,598,110.98
orders,new,Buy,TSLA,599,110.99
